from,to,relation,weight,type
NGre,PiPu,family,1,member
NGre,GiuP,family,1,member
NGre,SaPr,family,1,member
NGre,NiPr,family,1,member
NGre,GiLu,family,1,member
NGre,RoMa,family,1,member
NGre,SaMa,family,1,member
RoMa,SaMa,family,2,member
RoMa,MiGr,family,1,member
RoMa,NGre,family,1,member
RoMa,GiGr,family,1,member
RoMa,SaGr,family,1,member
RoMa,GiuG,family,1,member
RoMa,GGre,family,1,member
RoMa,GiLR,family,1,member
RoMa,AnLu,family,1,member
RoMa,GiPa,family,1,member
RoMa,ViPu,family,1,member
RoMa,GiPr,family,1,member
RoMa,GPre,family,1,member
RoMa,GiCa,family,1,member
RoMa,DoCr,family,1,member
RoMa,AnLR,family,1,member
RoMa,StPa,family,1,member
RoMa,ViPa,family,1,member
RoMa,AnPu,family,1,member
RoMa,PiPu,family,1,member
RoMa,GiuP,family,1,member
RoMa,SaPr,family,1,member
RoMa,NiPr,family,1,member
RoMa,GiLu,family,1,member
SaMa,RoMa,family,2,member
SaMa,MiGr,family,1,member
SaMa,NGre,family,1,member
SaMa,GiGr,family,1,member
SaMa,SaGr,family,1,member
SaMa,GiuG,family,1,member
SaMa,GGre,family,1,member
SaMa,GiLR,family,1,member
SaMa,AnLu,family,1,member
SaMa,GiPa,family,1,member
SaMa,ViPu,family,1,member
SaMa,GiPr,family,1,member
SaMa,GPre,family,1,member
SaMa,GiCa,family,1,member
SaMa,DoCr,family,1,member
SaMa,AnLR,family,1,member
SaMa,StPa,family,1,member
SaMa,ViPa,family,1,member
SaMa,AnPu,family,1,member
SaMa,PiPu,family,1,member
SaMa,GiuP,family,1,member
SaMa,SaPr,family,1,member
SaMa,NiPr,family,1,member
SaMa,GiLu,family,1,member
